Sample_ID,Bioproject,Name,Name_cn,Upper leaf number,Total leaf number,Days to anthesis,Plant height,Ear height,Relative ear height,Leaf width,Leaf length,Tassel length,Tassel branch number,Lower leaf angle,Upper leaf angle,Stem diameter,Cobcolor,Kernelcolor,ERN,Days to silking,Anthesis to silking interval,Unnamed: 22,Treatment,Years,location,Region_cn,Region
PHH93,PRJNA609577,PHH93,-,5.6,,54.5,202.7,82.4,40.7,7.2,76.8,35.3,12.5,151.2,31.8,,,,,55.5,1.0,,,2017,HeBei Province,河北省,Hebei
Aijin525,PRJNA609577,Aijin525,-,5.4,,65.0,195.1,87.3,44.9,9.1,67.3,27.5,27.9,160.1,20.6,,,,,68.0,3.0,,,2017,HeBei Province,河北省,Hebei
787,PRJNA609577,787,-,8.3,,68.5,239.5,83.9,35.0,9.7,82.0,31.5,1.0,168.5,10.9,,,,,69.5,1.0,,,2017,HeBei Province,河北省,Hebei
LH220Ht,PRJNA609577,LH220Ht,-,5.5,,61.0,189.6,75.4,39.8,6.7,75.8,25.4,6.0,153.2,26.7,,,,,64.0,3.0,,,2017,HeBei Province,河北省,Hebei
W23,PRJNA609577,W23,-,5.1,,60.5,187.3,69.7,37.2,8.4,61.0,26.8,9.2,143.0,41.0,,,,,63.0,2.5,,,2017,HeBei Province,河北省,Hebei
H84,PRJNA609577,H84,-,8.4,,63.5,181.4,60.6,33.4,7.5,64.2,25.8,7.1,154.4,22.8,,,,,69.5,6.0,,,2017,HeBei Province,河北省,Hebei
B76,PRJNA609577,B76,-,5.2,,62.0,200.6,85.4,42.5,9.6,65.8,32.2,8.2,142.0,43.9,,,,,62.5,0.5,,,2017,HeBei Province,河北省,Hebei
B100,PRJNA609577,B100,-,6.0,,63.0,193.6,70.8,36.4,9.0,67.8,32.8,10.5,146.4,33.2,,,,,63.5,0.5,,,2017,HeBei Province,河北省,Hebei
Qi35,PRJNA609577,Qi35,-,6.5,,68.0,249.8,105.8,42.4,9.5,80.8,37.0,6.8,149.7,31.4,,,,,72.5,4.5,,,2017,HeBei Province,河北省,Hebei
B73,PRJNA609577,B73,-,5.6,,66.0,242.4,115.7,47.7,8.4,74.8,31.5,8.8,165.7,17.3,,,,,68.0,2.0,,,2017,HeBei Province,河北省,Hebei
BZN,PRJNA609577,BZN,-,7.3,,56.0,184.8,29.5,,9.8,63.5,35.9,5.8,158.4,27.0,,,,,59.0,3.0,,,2017,HeBei Province,河北省,Hebei
A632,PRJNA609577,A632,-,5.7,,62.5,230.3,102.2,44.4,7.1,72.5,33.3,8.6,132.8,44.9,,,,,63.5,1.0,,,2017,HeBei Province,河北省,Hebei
200B,PRJNA609577,200B,-,5.8,,61.5,219.4,92.9,42.3,10.1,70.9,35.8,12.2,159.1,23.4,,,,,64.0,2.5,,,2017,HeBei Province,河北省,Hebei
Zong3,PRJNA609577,Zong3,-,6.5,,61.5,190.0,70.8,37.3,10.0,71.8,31.0,14.6,153.6,32.3,,,,,70.0,8.5,,,2017,HeBei Province,河北省,Hebei
Zi330,PRJNA609577,Zi330,-,6.3,,69.0,215.9,99.6,46.1,9.7,77.8,32.9,18.4,134.8,48.1,,,,,72.5,3.5,,,2017,HeBei Province,河北省,Hebei
488,PRJNA609577,488,-,5.8,,66.5,211.8,96.9,45.8,9.1,75.8,29.0,16.9,172.9,8.5,,,,,66.5,0.0,,,2017,HeBei Province,河北省,Hebei
Xi14,PRJNA609577,Xi14,-,6.0,,72.0,178.0,80.7,45.6,8.5,69.7,26.0,10.8,139.8,43.6,,,,,70.0,-2.0,,,2017,HeBei Province,河北省,Hebei
K4,PRJNA609577,K4,-,5.7,,73.0,251.5,138.0,54.9,9.9,71.4,33.6,16.3,161.5,20.3,,,,,73.0,0.0,,,2017,HeBei Province,河北省,Hebei
OH40B,PRJNA609577,OH40B,-,5.1,,62.5,214.0,76.4,35.7,8.4,79.2,36.7,9.0,154.1,31.7,,,,,65.5,3.0,,,2017,HeBei Province,河北省,Hebei
OH33,PRJNA609577,OH33,-,5.5,,64.5,257.7,101.1,39.1,7.5,85.7,38.3,12.3,157.1,25.6,,,,,72.5,8.0,,,2017,HeBei Province,河北省,Hebei
Tai184,PRJNA609577,Tai184,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
C102,PRJNA609577,C102,-,6.3,,65.0,299.2,128.2,42.8,9.1,85.6,36.6,4.8,153.1,29.8,,,,,68.0,3.0,,,2017,HeBei Province,河北省,Hebei
OH7B,PRJNA609577,OH7B,-,4.8,,75.5,271.2,132.1,48.7,8.2,86.3,35.4,10.8,164.9,17.0,,,,,76.5,1.0,,,2017,HeBei Province,河北省,Hebei
R4,PRJNA609577,R4,-,6.5,,,,,,,,17.6,11.0,159.1,29.3,,,,,,,,,2017,HeBei Province,河北省,Hebei
N6,PRJNA609577,N6,-,6.5,,63.0,213.4,106.2,49.8,6.5,77.8,29.3,19.2,153.9,24.7,,,,,65.0,2.0,,,2017,HeBei Province,河北省,Hebei
K64,PRJNA609577,K64,-,6.3,,68.5,236.5,111.7,47.2,6.8,73.0,31.5,14.1,155.5,22.2,,,,,69.5,1.0,,,2017,HeBei Province,河北省,Hebei
CM7,PRJNA609577,CM7,-,6.1,,48.0,201.7,41.4,20.5,10.1,73.9,45.2,6.9,140.4,40.5,,,,,49.0,1.0,,,2017,HeBei Province,河北省,Hebei
A6,PRJNA609577,A6,-,5.8,,76.5,245.1,148.5,60.6,7.7,80.5,33.0,11.3,145.2,33.6,,,,,85.5,9.0,,,2017,HeBei Province,河北省,Hebei
H5,PRJNA609577,H5,-,5.0,,58.5,228.1,103.4,45.3,8.9,72.8,30.7,12.7,149.8,32.4,,,,,61.5,3.0,,,2017,HeBei Province,河北省,Hebei
B2,PRJNA609577,B2,-,6.8,,64.5,245.3,99.3,40.4,9.0,82.7,36.9,20.7,141.3,42.4,,,,,69.0,4.5,,,2017,HeBei Province,河北省,Hebei
38_11,PRJNA609577,38_11,-,4.9,,73.0,308.1,,57.8,8.4,89.1,44.5,13.3,148.5,32.7,,,,,73.0,0.0,,,2017,HeBei Province,河北省,Hebei
MS153,PRJNA609577,MS153,-,5.1,,58.5,220.7,93.0,42.1,9.8,67.8,37.2,15.3,149.1,31.2,,,,,60.0,1.5,,,2017,HeBei Province,河北省,Hebei
I159,PRJNA609577,I159,-,4.7,,79.0,253.4,135.2,53.3,6.9,75.0,26.4,8.1,143.1,34.3,,,,,79.5,0.5,,,2017,HeBei Province,河北省,Hebei
Xinaiguang10,PRJNA609577,Xinaiguang10,-,5.8,,70.0,237.1,104.8,44.2,8.6,92.6,32.9,13.9,164.8,21.8,,,,,69.5,-0.5,,,2017,HeBei Province,河北省,Hebei
A375,PRJNA609577,A375,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
A374,PRJNA609577,A374,-,5.4,,59.0,214.9,98.6,45.9,7.4,83.1,33.8,12.9,124.0,54.8,,,,,58.0,-1.0,,,2017,HeBei Province,河北省,Hebei
A334,PRJNA609577,A334,-,4.9,,64.0,184.9,73.1,39.4,7.1,67.0,22.9,18.1,148.5,32.0,,,,,67.0,4.0,,,2017,HeBei Province,河北省,Hebei
Dan341,PRJNA609577,Dan341,-,5.5,,72.5,205.6,92.7,45.1,11.8,73.7,34.6,18.8,146.3,32.2,,,,,73.5,1.0,,,2017,HeBei Province,河北省,Hebei
K55,PRJNA609577,K55,-,6.6,,67.0,187.4,79.4,42.3,8.4,66.5,29.2,13.4,164.2,20.4,,,,,66.5,-0.5,,,2017,HeBei Province,河北省,Hebei
A188,PRJNA609577,A188,-,5.9,,56.0,140.7,49.0,34.8,8.3,63.0,33.3,25.8,157.1,23.7,,,,,60.0,4.0,,,2017,HeBei Province,河北省,Hebei
CI31A,PRJNA609577,CI31A,-,5.3,,72.0,217.3,112.9,52.0,8.1,73.9,38.2,15.8,155.2,22.8,,,,,73.5,1.5,,,2017,HeBei Province,河北省,Hebei
CM37,PRJNA609577,CM37,-,4.8,,49.0,166.3,35.9,21.6,7.5,65.3,38.9,8.3,122.5,53.2,,,,,50.5,1.5,,,2017,HeBei Province,河北省,Hebei
Dan99chang,PRJNA609577,Dan99chang,-,6.1,,70.0,234.9,119.9,51.0,9.3,70.3,28.9,8.3,165.8,12.2,,,,,74.0,4.0,,,2017,HeBei Province,河北省,Hebei
R168,PRJNA609577,R168,-,5.4,,57.5,218.1,86.0,39.4,7.6,79.8,31.2,18.0,146.9,38.2,,,,,59.5,2.0,,,2017,HeBei Province,河北省,Hebei
N28,PRJNA609577,N28,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
LD61,PRJNA609577,LD61,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
LH212Ht,PRJNA609577,LH212Ht,-,4.4,,62.5,238.9,112.6,47.2,6.9,79.3,31.9,6.6,153.8,30.1,,,,,60.5,-2.0,,,2017,HeBei Province,河北省,Hebei
LH208,PRJNA609577,LH208,-,5.3,,62.5,220.9,88.3,40.0,7.9,77.5,34.5,7.1,147.4,37.0,,,,,63.0,0.5,,,2017,HeBei Province,河北省,Hebei
LH181,PRJNA609577,LH181,-,5.0,,61.5,268.5,97.7,36.4,11.0,76.8,41.4,4.0,158.6,21.3,,,,,66.0,4.5,,,2017,HeBei Province,河北省,Hebei
LH128,PRJNA609577,LH128,-,6.7,,61.5,239.8,88.4,36.9,8.1,76.7,32.0,8.5,148.4,13.4,,,,,61.5,0.0,,,2017,HeBei Province,河北省,Hebei
NL001,PRJNA609577,NL001,-,5.8,,62.0,196.0,88.4,45.1,7.4,74.0,25.4,7.4,148.2,28.2,,,,,61.5,-0.5,,,2017,HeBei Province,河北省,Hebei
BCC03,PRJNA609577,BCC03,-,5.2,,66.0,221.6,83.5,37.7,8.3,75.9,34.3,11.7,153.0,27.6,,,,,70.0,4.0,,,2017,HeBei Province,河北省,Hebei
PHV07,PRJNA609577,PHV07,-,4.6,,,226.0,106.0,46.9,7.7,64.8,37.7,2.0,164.8,19.4,,,,,67.0,,,,2017,HeBei Province,河北省,Hebei
PHP76,PRJNA609577,PHP76,-,6.3,,60.0,197.8,78.0,39.5,7.5,76.0,39.6,7.5,143.8,35.3,,,,,62.0,2.0,,,2017,HeBei Province,河北省,Hebei
PHJ65,PRJNA609577,PHJ65,-,7.8,,69.5,272.9,109.4,40.0,8.4,89.3,32.6,16.1,161.0,19.5,,,,,69.0,-0.5,,,2017,HeBei Province,河北省,Hebei
LH191,PRJNA609577,LH191,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
Zaodahuang,PRJNA609577,Zaodahuang,-,5.7,,57.0,159.6,74.2,46.3,7.2,64.8,20.6,9.7,151.8,30.8,,,,,59.0,2.0,,,2017,HeBei Province,河北省,Hebei
832,PRJNA609577,832,-,6.3,,66.5,248.9,105.8,42.5,8.3,73.8,25.2,6.7,168.2,15.8,,,,,65.5,-1.0,,,2017,HeBei Province,河北省,Hebei
803,PRJNA609577,803,-,4.9,,66.0,176.0,86.3,49.1,8.8,70.3,24.6,13.4,171.8,13.1,,,,,68.5,-1.0,,,2017,HeBei Province,河北省,Hebei
434,PRJNA609577,434,-,7.0,,57.0,168.5,55.7,33.0,9.5,70.4,30.4,8.9,146.9,36.5,,,,,63.5,6.5,,,2017,HeBei Province,河北省,Hebei
4112,PRJNA609577,4112,-,5.4,,64.0,182.8,79.8,43.6,9.7,68.3,24.1,5.9,172.4,15.8,,,,,62.5,-1.5,,,2017,HeBei Province,河北省,Hebei
4F1,PRJNA609577,4F1,-,5.6,,64.5,229.5,90.2,39.3,8.9,76.3,36.6,15.1,139.2,48.2,,,,,65.5,1.0,,,2017,HeBei Province,河北省,Hebei
812,PRJNA609577,812,-,5.2,,64.5,214.7,95.7,44.6,8.7,73.8,27.1,11.8,174.0,9.5,,,,,65.0,0.5,,,2017,HeBei Province,河北省,Hebei
446,PRJNA609577,446,-,6.4,,63.0,233.1,89.8,38.5,10.1,81.5,34.8,18.4,146.2,35.3,,,,,67.5,4.5,,,2017,HeBei Province,河北省,Hebei
Yan414,PRJNA609577,Yan414,-,5.3,,67.0,202.3,91.5,45.3,12.0,68.6,29.6,4.8,156.1,25.4,,,,,65.5,-1.5,,,2017,HeBei Province,河北省,Hebei
CI66,PRJNA609577,CI66,-,6.0,,76.0,190.1,84.8,44.6,9.1,63.5,26.9,10.6,160.5,22.8,,,,,83.0,7.0,,,2017,HeBei Province,河北省,Hebei
Dahuang46,PRJNA609577,Dahuang46,-,4.0,,62.5,234.8,126.6,53.9,8.6,53.2,38.6,23.0,126.5,55.0,,,,,65.0,2.5,,,2017,HeBei Province,河北省,Hebei
Oh7,PRJNA609577,Oh7,-,5.8,,69.0,265.3,112.0,42.3,7.6,80.2,34.4,12.3,161.6,21.9,,,,,68.0,-1.0,,,2017,HeBei Province,河北省,Hebei
KY228,PRJNA609577,KY228,-,5.9,,69.5,214.8,86.7,40.4,9.2,69.8,26.0,20.0,152.1,32.9,,,,,73.0,3.5,,,2017,HeBei Province,河北省,Hebei
CM105,PRJNA609577,CM105,-,5.5,,54.0,154.6,52.4,33.8,7.2,64.3,24.6,6.1,139.3,40.2,,,,,56.0,2.0,,,2017,HeBei Province,河北省,Hebei
B57,PRJNA609577,B57,-,6.1,,68.5,172.1,70.7,41.1,7.7,73.3,27.7,20.8,144.4,35.1,,,,,66.5,-2.0,,,2017,HeBei Province,河北省,Hebei
B69,PRJNA609577,B69,-,6.1,,67.0,217.3,89.6,41.0,7.6,72.7,27.7,10.9,141.8,41.3,,,,,70.0,3.0,,,2017,HeBei Province,河北省,Hebei
Mo18W,PRJNA609577,Mo18W,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
B64,PRJNA609577,B64,-,5.7,,68.5,227.9,116.0,50.9,7.6,91.3,41.3,10.7,153.8,26.6,,,,,67.5,-1.0,,,2017,HeBei Province,河北省,Hebei
B96,PRJNA609577,B96,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
I_205,PRJNA609577,I_205,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
Liao2202,PRJNA609577,Liao2202,-,6.3,,71.0,206.8,98.7,47.7,10.5,66.3,32.6,15.4,162.4,20.5,,,,,75.5,4.5,,,2017,HeBei Province,河北省,Hebei
B10,PRJNA609577,B10,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
B8,PRJNA609577,B8,-,5.5,,55.0,212.3,100.8,47.5,7.7,67.9,29.1,19.1,142.0,47.3,,,,,55.5,0.5,,,2017,HeBei Province,河北省,Hebei
A171,PRJNA609577,A171,-,5.6,,54.0,128.7,53.7,41.7,6.6,68.9,31.6,21.3,161.7,23.4,,,,,55.0,1.0,,,2017,HeBei Province,河北省,Hebei
Lv10,PRJNA609577,Lv10,-,,,,,,,,,,,,,,,,,,,,,2017,HeBei Province,河北省,Hebei
PHJ40,PRJNA609577,PHJ40,-,4.8,,52.0,177.1,69.2,39.1,7.9,65.8,30.9,6.3,136.6,42.3,,,,,53.0,1.0,,,2017,HeBei Province,河北省,Hebei
A71,PRJNA609577,A71,-,4.7,,58.0,224.3,97.3,43.5,8.4,75.1,39.2,20.2,100.8,76.7,,,,,60.0,2.0,,,2017,HeBei Province,河北省,Hebei
C14,PRJNA609577,C14,-,5.0,,51.0,175.8,73.0,41.5,6.7,64.3,32.3,9.2,112.6,66.8,,,,,51.5,0.5,,,2017,HeBei Province,河北省,Hebei
C46,PRJNA609577,C46,-,4.6,,58.0,211.8,88.4,41.8,7.8,64.0,34.5,17.2,127.5,60.7,,,,,63.5,5.5,,,2017,HeBei Province,河北省,Hebei
Baihe43,PRJNA609577,Baihe43,-,7.0,,,212.4,70.5,33.0,9.8,75.9,37.4,9.3,159.4,21.2,,,,,67.5,,,,2017,HeBei Province,河北省,Hebei
R177,PRJNA609577,R177,-,6.7,,58.5,241.6,66.2,27.3,8.9,75.6,30.7,10.4,136.7,47.0,,,,,67.0,8.5,,,2017,HeBei Province,河北省,Hebei
R2,PRJNA609577,R2,-,5.9,,64.0,210.4,87.7,41.7,8.4,74.4,35.8,13.0,145.9,38.7,,,,,65.0,1.0,,,2017,HeBei Province,河北省,Hebei
W9,PRJNA609577,W9,-,4.8,,53.5,195.4,83.2,42.5,7.9,66.6,23.8,14.8,147.0,35.4,,,,,55.5,2.0,,,2017,HeBei Province,河北省,Hebei
W22,PRJNA609577,W22,-,6.3,,59.0,227.2,83.9,36.8,10.6,77.9,32.2,14.8,145.8,37.5,,,,,62.5,3.5,,,2017,HeBei Province,河北省,Hebei
PHR30,PRJNA609577,PHR30,-,6.8,,58.5,244.5,103.8,42.5,9.2,69.1,34.8,5.8,158.7,26.2,,,,,59.0,0.5,,,2017,HeBei Province,河北省,Hebei
Ji63,PRJNA609577,Ji63,-,5.1,,58.0,197.1,86.4,43.9,9.5,71.6,33.9,14.1,141.7,41.3,,,,,61.0,3.0,,,2017,HeBei Province,河北省,Hebei
Dong237,PRJNA609577,Dong237,-,5.6,,57.0,165.7,38.3,23.2,9.0,77.3,29.4,6.5,146.4,39.2,,,,,65.0,8.0,,,2017,HeBei Province,河北省,Hebei
Chang3,PRJNA609577,Chang3,-,6.5,,54.0,221.7,76.2,34.4,9.8,73.6,32.7,8.9,152.8,26.0,,,,,57.5,3.5,,,2017,HeBei Province,河北省,Hebei
Lv9kuan,PRJNA609577,Lv9kuan,-,6.7,,70.5,236.3,105.6,44.7,10.5,77.9,33.8,24.6,158.5,24.1,,,,,74.0,3.5,,,2017,HeBei Province,河北省,Hebei
PHBA6,PRJNA609577,PHBA6,-,6.3,,61.0,305.7,115.2,37.7,7.8,84.2,37.3,15.9,157.3,23.9,,,,,61.5,0.5,,,2017,HeBei Province,河北省,Hebei
48_2,PRJNA609577,48_2,-,5.3,,73.0,189.0,88.3,46.7,9.6,90.5,33.6,13.8,160.4,25.4,,,,,73.5,0.5,,,2017,HeBei Province,河北省,Hebei
Luyuan92,PRJNA609577,Luyuan92,-,6.2,,58.5,215.3,82.9,38.5,9.8,67.8,30.0,7.6,151.6,30.4,,,,,60.5,2.0,,,2017,HeBei Province,河北省,Hebei
LH215,PRJNA609577,LH215,-,5.9,,63.5,254.0,103.7,40.9,8.5,76.9,34.8,5.7,145.8,31.4,,,,,65.5,2.0,,,2017,HeBei Province,河北省,Hebei
LH162,PRJNA609577,LH162,-,4.8,,53.0,178.8,66.7,37.3,7.0,64.4,32.8,16.2,147.6,33.2,,,,,54.5,1.5,,,2017,HeBei Province,河北省,Hebei
LH196,PRJNA609577,LH196,-,6.3,,62.0,236.0,68.8,29.2,8.3,84.5,37.3,6.9,156.2,22.8,,,,,61.5,-0.5,,,2017,HeBei Province,河北省,Hebei
2MA22,PRJNA609577,2MA22,-,5.4,,58.0,212.3,52.9,24.9,7.7,82.4,39.6,5.3,161.1,22.6,,,,,61.5,3.5,,,2017,HeBei Province,河北省,Hebei
H99,PRJNA609577,H99,-,7.3,,61.5,146.7,43.6,29.7,7.3,63.8,26.8,5.0,136.1,43.2,,,,,61.0,-0.5,,,2017,HeBei Province,河北省,Hebei
WIL_25,PRJNA609577,WIL_25,-,5.8,,64.5,248.2,85.6,34.4,8.1,83.3,39.2,3.1,163.4,23.3,,,,,68.0,3.5,,,2017,HeBei Province,河北省,Hebei
LH205,PRJNA609577,LH205,-,5.7,,58.5,217.3,81.2,37.4,7.2,74.3,27.2,6.6,158.4,23.0,,,,,59.5,1.0,,,2017,HeBei Province,河北省,Hebei
DH40,PRJNA609577,DH40,-,4.8,,74.0,271.7,125.6,46.2,9.3,70.1,29.4,9.1,162.2,18.4,,,,,74.5,0.5,,,2017,HeBei Province,河北省,Hebei
PH207,PRJNA609577,PH207,-,4.9,,57.0,207.3,85.0,41.0,7.6,76.6,35.8,15.8,139.6,42.1,,,,,59.5,2.5,,,2017,HeBei Province,河北省,Hebei
Y223,PRJNA609577,Y223,-,7.0,,67.5,195.8,91.1,46.5,11.3,48.9,22.8,5.0,154.3,27.8,,,,,66.0,-1.5,,,2017,HeBei Province,河北省,Hebei
Fu8501,PRJNA609577,Fu8501,-,5.8,,69.5,205.1,97.0,47.3,12.1,70.1,29.9,12.7,161.2,19.8,,,,,69.5,0.0,,,2017,HeBei Province,河北省,Hebei
PHGG7,PRJNA609577,PHGG7,-,4.4,,50.5,209.1,80.3,38.2,6.3,68.5,34.0,16.8,135.0,48.7,,,,,52.0,1.5,,,2017,HeBei Province,河北省,Hebei
MQ305,PRJNA609577,MQ305,-,4.9,,55.0,184.0,59.6,32.4,7.8,69.0,29.7,10.8,151.1,32.3,,,,,56.0,1.0,,,2017,HeBei Province,河北省,Hebei
18_599,PRJNA609577,18_599,-,5.5,,74.5,259.3,146.0,56.3,8.4,75.6,32.3,13.7,152.3,34.9,,,,,75.5,1.0,,,2017,HeBei Province,河北省,Hebei
Lv28,PRJNA609577,Lv28,-,6.8,,63.0,177.3,70.5,39.8,8.0,66.3,23.0,14.9,158.6,26.7,,,,,65.5,2.5,,,2017,HeBei Province,河北省,Hebei
LH193,PRJNA609577,LH193,-,6.7,,65.0,198.7,67.5,34.0,7.2,72.7,26.8,6.3,162.2,16.2,,,,,65.0,0.0,,,2017,HeBei Province,河北省,Hebei
87_1,PRJNA609577,87_1,-,5.8,,71.0,181.9,73.8,40.5,9.8,80.9,28.0,13.4,166.9,16.7,,,,,71.5,0.5,,,2017,HeBei Province,河北省,Hebei
WIL_21,PRJNA609577,WIL_21,-,5.3,,64.0,203.2,72.7,35.8,9.4,76.0,38.1,7.8,149.6,29.8,,,,,66.5,2.5,,,2017,HeBei Province,河北省,Hebei
WIL_24,PRJNA609577,WIL_24,-,5.5,,61.0,211.0,86.1,40.8,7.3,76.4,31.9,10.8,162.9,14.8,,,,,60.0,-1.0,,,2017,HeBei Province,河北省,Hebei
A554,PRJNA609577,A554,-,5.3,,55.0,188.1,73.0,38.8,8.0,64.5,29.9,13.9,147.7,39.7,,,,,55.5,0.5,,,2017,HeBei Province,河北省,Hebei
LH194,PRJNA609577,LH194,-,6.0,,69.0,209.7,80.4,38.3,7.8,78.3,27.2,6.8,161.2,18.1,,,,,69.0,0.0,,,2017,HeBei Province,河北省,Hebei
NQ508,PRJNA609577,NQ508,-,4.5,,64.5,235.5,127.3,54.0,7.5,64.6,33.6,6.8,137.7,46.6,,,,,64.0,-0.5,,,2017,HeBei Province,河北省,Hebei
ICI_893,PRJNA609577,ICI_893,-,6.1,,65.0,202.5,71.4,35.2,8.3,77.1,29.6,9.3,162.1,14.8,,,,,66.0,1.0,,,2017,HeBei Province,河北省,Hebei
ICI_441,PRJNA609577,ICI_441,-,5.8,,67.0,239.7,88.3,36.8,8.1,82.4,31.1,7.7,165.4,17.3,,,,,67.5,0.5,,,2017,HeBei Province,河北省,Hebei
ICI_193,PRJNA609577,ICI_193,-,4.8,,58.0,243.7,131.5,53.9,6.8,62.7,29.3,10.1,139.3,47.1,,,,,58.0,0.0,,,2017,HeBei Province,河北省,Hebei
LH222,PRJNA609577,LH222,-,5.6,,54.5,181.3,57.8,31.8,7.1,64.6,27.8,8.2,159.0,20.4,,,,,55.5,1.0,,,2017,HeBei Province,河北省,Hebei
83IBI3,PRJNA609577,83IBI3,-,4.8,,54.5,186.2,80.3,43.1,7.3,71.6,35.5,11.5,151.0,30.2,,,,,57.5,3.0,,,2017,HeBei Province,河北省,Hebei
LIBC_4,PRJNA609577,LIBC_4,-,5.3,,56.5,180.8,63.0,34.8,8.9,74.6,32.3,4.6,132.4,52.7,,,,,58.0,1.5,,,2017,HeBei Province,河北省,Hebei
F118,PRJNA609577,F118,-,5.0,,67.5,213.9,87.6,41.0,9.0,87.6,28.5,13.8,160.6,18.8,,,,,66.5,-1.0,,,2017,HeBei Province,河北省,Hebei
LH209,PRJNA609577,LH209,-,6.7,,58.5,209.2,72.8,34.9,8.1,80.0,32.2,8.8,161.1,15.2,,,,,59.0,0.5,,,2017,HeBei Province,河北省,Hebei
MBUB,PRJNA609577,MBUB,-,7.4,,66.5,233.9,78.6,33.6,9.4,74.7,28.0,1.1,152.4,32.0,,,,,69.5,3.0,,,2017,HeBei Province,河北省,Hebei
Hua160,PRJNA609577,Hua160,-,5.1,,62.5,169.8,85.7,50.4,11.6,58.2,26.0,11.7,161.7,22.3,,,,,62.5,0.0,,,2017,HeBei Province,河北省,Hebei
LH206,PRJNA609577,LH206,-,5.3,,63.5,208.8,82.5,39.5,8.5,82.2,32.7,7.3,162.6,21.7,,,,,63.5,0.0,,,2017,HeBei Province,河北省,Hebei
LH127,PRJNA609577,LH127,-,4.3,,60.5,208.5,86.9,41.7,8.8,69.9,40.3,5.9,144.4,34.1,,,,,62.5,2.0,,,2017,HeBei Province,河北省,Hebei
2FACC,PRJNA609577,2FACC,-,6.7,,60.0,228.8,95.8,41.8,9.3,71.2,24.2,12.9,162.1,28.1,,,,,59.0,-1.0,,,2017,HeBei Province,河北省,Hebei
PHP55,PRJNA609577,PHP55,-,6.1,,57.5,227.8,78.5,34.5,10.1,79.0,35.3,18.0,145.9,34.2,,,,,61.0,3.5,,,2017,HeBei Province,河北省,Hebei
WIL_8,PRJNA609577,WIL_8,-,6.3,,66.0,229.3,90.9,39.6,10.2,77.8,32.4,9.3,158.8,25.2,,,,,66.0,0.0,,,2017,HeBei Province,河北省,Hebei
WIL_11,PRJNA609577,WIL_11,-,5.0,,68.0,175.7,80.6,45.8,9.4,69.6,27.1,8.1,166.7,15.8,,,,,69.0,1.0,,,2017,HeBei Province,河北省,Hebei
8723,PRJNA609577,8723,-,5.8,,66.0,207.8,81.8,39.4,8.3,79.9,34.4,11.6,169.5,15.2,,,,,68.5,2.5,,,2017,HeBei Province,河北省,Hebei
WIL_14,PRJNA609577,WIL_14,-,5.9,,64.5,194.2,91.0,47.0,10.0,74.6,28.7,9.9,166.4,16.4,,,,,62.5,-2.0,,,2017,HeBei Province,河北省,Hebei
WIL_3,PRJNA609577,WIL_3,-,6.3,,67.0,217.3,84.3,38.8,10.0,77.9,32.4,7.1,157.5,26.0,,,,,69.0,2.0,,,2017,HeBei Province,河北省,Hebei
F42,PRJNA609577,F42,-,4.9,,53.5,200.8,64.0,31.9,8.6,70.3,35.3,7.8,156.5,24.6,,,,,58.5,5.0,,,2017,HeBei Province,河北省,Hebei
PHG35,PRJNA609577,PHG35,-,6.4,,62.0,257.8,115.9,45.0,8.5,78.8,35.7,6.5,156.8,26.8,,,,,62.5,0.5,,,2017,HeBei Province,河北省,Hebei
MO24W,PRJNA609577,MO24W,-,5.2,,66.0,288.3,134.0,46.4,7.6,85.8,42.7,17.1,167.5,17.8,,,,,69.0,3.0,,,2017,HeBei Province,河北省,Hebei
ML606,PRJNA609577,ML606,-,6.4,,61.5,203.4,74.3,36.5,9.6,80.8,29.4,7.3,152.1,31.8,,,,,64.5,3.0,,,2017,HeBei Province,河北省,Hebei
29MIBZ2,PRJNA609577,29MIBZ2,-,5.9,,53.5,184.1,63.6,34.5,8.5,77.4,31.6,11.7,137.0,51.0,,,,,54.5,1.0,,,2017,HeBei Province,河北省,Hebei
C103,PRJNA609577,C103,-,5.9,,66.5,199.0,92.8,46.6,11.3,72.2,33.8,19.2,143.5,37.8,,,,,71.0,4.5,,,2017,HeBei Province,河北省,Hebei
PHN66,PRJNA609577,PHN66,-,5.7,,63.0,243.8,110.3,45.2,8.3,73.3,32.0,7.0,155.0,29.1,,,,,63.5,0.5,,,2017,HeBei Province,河北省,Hebei
PHJ90,PRJNA609577,PHJ90,-,5.0,,55.5,174.8,76.5,43.8,7.8,66.3,32.2,9.3,147.5,35.9,,,,,56.5,1.0,,,2017,HeBei Province,河北省,Hebei
