Sample_ID,Bioproject,Name,Name_cn,Upper leaf number,Total leaf number,Days to anthesis,Plant height,Ear height,Relative ear height,Leaf width,Leaf length,Tassel length,Tassel branch number,Lower leaf angle,Upper leaf angle,Stem diameter,Cobcolor,Kernelcolor,ERN,Days to silking,Anthesis to silking interval,,Treatment,Years,location,Region_cn
WIL_3,PRJNA609577,WIL_3,-,,,85,224,79.6,35.6,9.4,73,31.9,5.2,158.9,25.4,,,,,86,1,,,2017,JiLin Province,吉林省
F42,PRJNA609577,F42,-,,,77.5,189.2,63.3,33.6,7.4,66.4,29.5,5.1,155.3,23.3,,,,,80,2.5,,,2017,JiLin Province,吉林省
PHG35,PRJNA609577,PHG35,-,,,79.5,239.4,90.5,37.9,8.4,81.1,38.2,6.2,156.7,25,,,,,80,0.5,,,2017,JiLin Province,吉林省
MO24W,PRJNA609577,MO24W,-,,,94,298.2,123,41.2,,,40.5,19.4,168.8,24.7,,,,,,,,,2017,JiLin Province,吉林省
ML606,PRJNA609577,ML606,-,,,78,192.5,62.9,32.7,9.7,76.5,29.7,6.3,155.8,35.6,,,,,78.5,0.5,,,2017,JiLin Province,吉林省
29MIBZ2,PRJNA609577,29MIBZ2,-,,,74,169,53.3,31.2,9,72.4,31.8,13.3,141,41.9,,,,,76.5,2.5,,,2017,JiLin Province,吉林省
C103,PRJNA609577,C103,-,,,84.5,201.7,85.7,42.5,11.5,70.6,33.9,19.2,148,32.6,,,,,86,1.5,,,2017,JiLin Province,吉林省
PHN66,PRJNA609577,PHN66,-,,,81.5,212.2,84,39.5,7.9,63.9,32.5,5.7,151.8,32.8,,,,,81.5,0,,,2017,JiLin Province,吉林省
PHJ90,PRJNA609577,PHJ90,-,,,73.5,171.8,82.7,48.1,7.1,64,35.1,7.5,145.4,36.6,,,,,76.5,3,,,2017,JiLin Province,吉林省
PHJ89,PRJNA609577,PHJ89,-,,,78,206,73.9,35.9,8.4,63.3,32.3,4.7,155.2,25.6,,,,,79,1,,,2017,JiLin Province,吉林省
Lp215D,PRJNA609577,Lp215D,-,,,75,185.3,61.4,33.2,8.8,67.6,40.8,4.8,150.1,32.1,,,,,79,4,,,2017,JiLin Province,吉林省
Aiji205,PRJNA609577,Aiji205,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
HuangC,PRJNA609577,HuangC,-,,,84,246.5,88.3,35.7,9.1,68.3,30.8,4.6,162,22.1,,,,,86,2,,,2017,JiLin Province,吉林省
618,PRJNA609577,618,-,,,88.5,216,98.8,45.7,10.7,81.3,30.7,10.1,144.9,41.1,,,,,91.5,3,,,2017,JiLin Province,吉林省
Ernan24,PRJNA609577,Ernan24,-,,,85,243.7,111,45.5,9.3,79.8,30,14.5,155.5,34.7,,,,,86.5,1.5,,,2017,JiLin Province,吉林省
H21,PRJNA609577,H21,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
5237,PRJNA609577,5237,-,,,82.5,188.3,84,44.6,9.6,64.9,29.7,7.4,163.4,20.3,,,,,84,1.5,,,2017,JiLin Province,吉林省
485,PRJNA609577,485,-,,,76,163.5,64.8,39.6,7.7,68,37.1,4.3,150.5,28.2,,,,,78,2,,,2017,JiLin Province,吉林省
9010,PRJNA609577,9010,-,,,87,166.7,73.8,44.2,10.3,77.6,27.3,14.7,174.5,9.5,,,,,89.5,2.5,,,2017,JiLin Province,吉林省
DAN360,PRJNA609577,DAN360,-,,,85,197.7,83.7,42.3,9.5,72.7,26.5,11.8,169,16.8,,,,,89,4,,,2017,JiLin Province,吉林省
Liao9586,PRJNA609577,Liao9586,-,,,,191.6,82.9,43.4,10.8,80.4,26.5,8,171.2,15,,,,,,,,,2017,JiLin Province,吉林省
SI273,PRJNA609577,SI273,-,,,84,179,64.9,36.2,8.9,69.9,32.3,9,174.2,10.3,,,,,85.5,1.5,,,2017,JiLin Province,吉林省
Ying64,PRJNA609577,Ying64,-,,,79.5,199.6,74.1,37.1,10.4,73.8,35,10.9,124.8,61.7,,,,,80,0.5,,,2017,JiLin Province,吉林省
Dian11,PRJNA609577,Dian11,-,,,75,173.5,53.1,30.8,10,70.7,35,5.9,137.2,43.1,,,,,76,1,,,2017,JiLin Province,吉林省
81565,PRJNA609577,81565,-,,,95,260.2,132.3,50.9,7.5,81.1,32.5,14.2,160.9,19.4,,,,,97,2,,,2017,JiLin Province,吉林省
Ye8001,PRJNA609577,Ye8001,-,,,86.5,,,,,,19,14,173,11.3,,,,,88,1.5,,,2017,JiLin Province,吉林省
C8605_2,PRJNA609577,C8605_2,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
8902,PRJNA609577,8902,-,,,80.5,201.2,63.1,31.4,8.9,63.1,28.3,5.8,172,15.3,,,,,83,2.5,,,2017,JiLin Province,吉林省
Ken44,PRJNA609577,Ken44,-,,,73.5,142.5,43.8,30.6,7.6,55,34.3,11.5,,,,,,,74.5,1,,,2017,JiLin Province,吉林省
Huang428,PRJNA609577,Huang428,-,,,83,198.3,71.9,36.2,9.6,73,33.3,24,157.4,23.2,,,,,85.5,2.5,,,2017,JiLin Province,吉林省
H152,PRJNA609577,H152,-,,,80,195.9,71.7,36.6,9,73.8,34.8,8.3,156.9,29.9,,,,,84,4,,,2017,JiLin Province,吉林省
Danhuang02,PRJNA609577,Danhuang02,-,,,93,233.1,117,50.2,9.7,81.9,32.3,24.4,153.8,31.4,,,,,95.5,2.5,,,2017,JiLin Province,吉林省
ZaC546,PRJNA609577,ZaC546,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
HZ85,PRJNA609577,HZ85,-,,,82,247,93.2,37.7,8.3,75.3,33.2,6.1,163,21.4,,,,,83.5,1.5,,,2017,JiLin Province,吉林省
Dan599,PRJNA609577,Dan599,-,,,86.5,217.9,109.8,50.4,9.8,68.3,28.3,9.8,153,32.7,,,,,87,0.5,,,2017,JiLin Province,吉林省
7327,PRJNA609577,7327,-,,,89.5,243.6,126,51.7,9.8,83.3,33.1,27.5,155.1,20.8,,,,,92,2.5,,,2017,JiLin Province,吉林省
Suwan1611,PRJNA609577,Suwan1611,-,,,84.5,221.9,82.4,37.1,8.5,78.2,33.5,8.1,161.9,17.9,,,,,87,2.5,,,2017,JiLin Province,吉林省
Ye52106,PRJNA609577,Ye52106,-,,,88,233.9,114.7,49,10.9,68.1,39.8,13,171.3,8.9,,,,,91.5,3.5,,,2017,JiLin Province,吉林省
H49,PRJNA609577,H49,-,,,85,214.5,104.3,48.7,10.3,71.8,24.7,12.1,118.7,68,,,,,85.5,0.5,,,2017,JiLin Province,吉林省
WIL_23,PRJNA609577,WIL_23,-,,,83.5,177.3,73.7,41.5,10.5,70.5,31.2,9.9,169,15.6,,,,,84,0.5,,,2017,JiLin Province,吉林省
A801,PRJNA609577,A801,-,,,94,243.5,94.8,38.9,8.5,73.8,37.8,13.6,166.2,19.3,,,,,96,2,,,2017,JiLin Province,吉林省
WIL_15,PRJNA609577,WIL_15,-,,,79.5,202.4,81.4,40.1,9.6,63.6,26.9,6.5,169,13.3,,,,,80,0.5,,,2017,JiLin Province,吉林省
ZK4M,PRJNA609577,ZK4M,-,,,88,223.6,91.9,41.1,9.1,85.2,28.5,14,164.8,21.4,,,,,91.5,3.5,,,2017,JiLin Province,吉林省
WIL_19,PRJNA609577,WIL_19,-,,,83.5,261.1,98,37.3,10.7,70.8,32.5,4,164,18.1,,,,,85,1.5,,,2017,JiLin Province,吉林省
WIL_20,PRJNA609577,WIL_20,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
LY16M,PRJNA609577,LY16M,-,,,83,218.3,89.5,41,9.3,72,28.6,8,159.9,25.1,,,,,84.5,1.5,,,2017,JiLin Province,吉林省
WIL_17,PRJNA609577,WIL_17,-,,,84,169.2,60.7,35.8,8.5,76,28.9,6.9,173.7,11.5,,,,,85.5,1.5,,,2017,JiLin Province,吉林省
Baihunhuang,PRJNA609577,Baihunhuang,-,,,79,181.3,79,43.6,8.3,69,28.6,11.6,150,27,,,,,79,0,,,2017,JiLin Province,吉林省
WIL_18,PRJNA609577,WIL_18,-,,,85,224.3,89.8,40,9.2,69.9,30.8,12,161.5,24.9,,,,,87,2,,,2017,JiLin Province,吉林省
Jian1495b,PRJNA609577,Jian1495b,-,,,86,231,94.6,41,9.2,81.3,29.7,7.1,175.2,12.3,,,,,88,2,,,2017,JiLin Province,吉林省
huangzaosi,PRJNA609577,huangzaosi,-,,,81,190.1,79.4,41.8,8.6,68.4,26.8,17.4,163.8,19.5,,,,,82,1,,,2017,JiLin Province,吉林省
Xu052,PRJNA609577,Xu052,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
Xun92_8,PRJNA609577,Xun92_8,-,,,84,212.8,98.7,46.4,9,75.5,25,27,165.9,14.6,,,,,85.5,1.5,,,2017,JiLin Province,吉林省
Q1261,PRJNA609577,Q1261,-,,,86.5,239.7,104.1,43.4,9,81.3,33.9,7.9,168.7,17.6,,,,,87,0.5,,,2017,JiLin Province,吉林省
Denghai4866,PRJNA609577,Denghai4866,-,,,84.5,211.9,76.7,36.2,6.7,83.4,32.6,11.8,176.4,11.4,,,,,91,6.5,,,2017,JiLin Province,吉林省
32,PRJNA609577,32,-,,,86.5,209.1,80.5,38.6,7.2,67.8,28.7,4.2,157.1,21.7,,,,,87.5,1,,,2017,JiLin Province,吉林省
Ye107,PRJNA609577,Ye107,-,,,83.5,170.1,53.6,31.5,9.2,53.8,28.4,4.6,169.9,17.7,,,,,86,2.5,,,2017,JiLin Province,吉林省
ICI_740,PRJNA609577,ICI_740,-,,,81,220.6,84.4,38.3,7.4,75,31.3,7.7,161.8,21.7,,,,,83,2,,,2017,JiLin Province,吉林省
911,PRJNA609577,911,-,,,74.5,185.8,64,34.4,8.2,63,32.5,12.3,155.1,29.9,,,,,77.5,3,,,2017,JiLin Province,吉林省
PHW51,PRJNA609577,PHW51,-,,,84,214.1,84.9,39.6,9.3,62.8,28.5,5.4,149.9,30.8,,,,,84.5,0.5,,,2017,JiLin Province,吉林省
LH202,PRJNA609577,LH202,-,,,79.5,195.5,82.2,42,8.3,64.6,33.3,6.2,159.8,16.5,,,,,81,1.5,,,2017,JiLin Province,吉林省
B12,PRJNA609577,B12,-,,,85.5,270.5,128,47.3,7.2,78.2,32.9,11.1,160.1,24,,,,,86,0.5,,,2017,JiLin Province,吉林省
H105W,PRJNA609577,H105W,-,,,78.5,209.2,89.2,42.6,8.3,83.7,30.5,8.4,131.5,48.7,,,,,80,1.5,,,2017,JiLin Province,吉林省
WIL_28,PRJNA609577,WIL_28,-,,,80.5,224.2,74.1,33,12.1,59.4,33.3,4.3,156.7,33,,,,,83,2.5,,,2017,JiLin Province,吉林省
WIL_12,PRJNA609577,WIL_12,-,,,74,201.3,64.1,31.9,8.4,77,36,10.1,161,20.9,,,,,76.5,2.5,,,2017,JiLin Province,吉林省
WIL_4,PRJNA609577,WIL_4,-,,,78,179.3,62.9,35,8.4,63.8,27.1,2.7,163.4,19.1,,,,,78,0,,,2017,JiLin Province,吉林省
Ji53,PRJNA609577,Ji53,-,,,85.5,171.3,75.5,44.1,10.6,53.2,28.8,11.6,,,,,,,86,0.5,,,2017,JiLin Province,吉林省
Dan9046,PRJNA609577,Dan9046,-,,,87,147,62.7,42.6,7.8,58,26.8,9,164.1,15.4,,,,,89.5,2.5,,,2017,JiLin Province,吉林省
WIL_1,PRJNA609577,WIL_1,-,,,83.5,224.8,73.6,32.4,9.1,72.9,40.6,3.7,167.1,17.2,,,,,85,1.5,,,2017,JiLin Province,吉林省
A659,PRJNA609577,A659,-,,,78,201.7,58,28.7,8.1,83.2,32.7,15.6,155.5,31.4,,,,,80.5,2.5,,,2017,JiLin Province,吉林省
3H_2,PRJNA609577,3H_2,-,,,92.5,205,94.2,45.9,9.2,61.9,23,17.7,167.7,15.6,,,,,94,1.5,,,2017,JiLin Province,吉林省
FusheA,PRJNA609577,FusheA,-,,,92.5,170.9,118.4,,7,63.3,28.5,20.3,145,34.6,,,,,92.5,0,,,2017,JiLin Province,吉林省
Yu82,PRJNA609577,Yu82,-,,,85.5,196.5,66.8,33.9,8.3,81.2,32.5,12.2,176.6,11.2,,,,,86.5,1,,,2017,JiLin Province,吉林省
ZK11M,PRJNA609577,ZK11M,-,,,86.5,189.9,65.1,34.2,10.1,74.4,35.5,10,174,9.8,,,,,90,3.5,,,2017,JiLin Province,吉林省
LH213,PRJNA609577,LH213,-,,,85.5,250.2,76.7,30.6,8.8,75.7,33,6.3,148.5,34.1,,,,,87,1.5,,,2017,JiLin Province,吉林省
ZS01250,PRJNA609577,ZS01250,-,,,71,156.7,59.1,37.6,7.7,56.6,28.2,2.4,139.2,38.7,,,,,74,3,,,2017,JiLin Province,吉林省
904,PRJNA609577,904,-,,,75,159.4,63.3,39.6,6.8,59.7,28.1,6,142.9,41.1,,,,,77,2,,,2017,JiLin Province,吉林省
CS608,PRJNA609577,CS608,-,,,81.5,206.2,67.7,32.8,8.4,76.6,30.9,6.6,158.8,23,,,,,85.5,4,,,2017,JiLin Province,吉林省
515,PRJNA609577,515,-,,,84.5,219.8,98.4,44.8,8.5,73.3,31.3,6.3,169.9,13.9,,,,,89,4.5,,,2017,JiLin Province,吉林省
K12,PRJNA609577,K12,-,,,89,222.9,89.7,40.3,8.8,75.2,38.2,6.1,169.4,15.9,,,,,89.5,0.5,,,2017,JiLin Province,吉林省
6F629,PRJNA609577,6F629,-,,,79.5,235.5,85.3,36.1,9.5,66.4,33.3,6,153.4,29.3,,,,,82,2.5,,,2017,JiLin Province,吉林省
Huangyesi3,PRJNA609577,Huangyesi3,-,,,79.5,161.8,70.9,43.8,9.4,69.3,30,13.6,174,11.3,,,,,80,0.5,,,2017,JiLin Province,吉林省
5005,PRJNA609577,5005,-,,,81.5,174,61.2,35.2,9.6,68.3,31.5,12,154.2,31.9,,,,,83.5,2,,,2017,JiLin Province,吉林省
IBB14,PRJNA609577,IBB14,-,,,76,192.8,83.8,43.5,6.9,66,27.3,7.7,148.7,29.4,,,,,78.5,2.5,,,2017,JiLin Province,吉林省
PHW30,PRJNA609577,PHW30,-,,,77,220.3,89.3,40.6,6,72.8,30.8,15.1,172.9,7.6,,,,,79,2,,,2017,JiLin Province,吉林省
Yuanqi123,PRJNA609577,Yuanqi123,-,,,80,177.6,60.6,34.3,8.8,75.9,40.9,5.8,156.6,27.5,,,,,82.5,2.5,,,2017,JiLin Province,吉林省
VA26,PRJNA609577,VA26,-,,,78.5,250.1,98.5,39.3,9.4,74.2,32,20.8,156.3,26.4,,,,,79,0.5,,,2017,JiLin Province,吉林省
B95,PRJNA609577,B95,-,,,,,,,,,,,162.8,23.9,,,,,,,,,2017,JiLin Province,吉林省
Yuanwu02,PRJNA609577,Yuanwu02,-,,,79,175.7,73.8,42,9.7,74,36,5.4,155,25.6,,,,,79,0,,,2017,JiLin Province,吉林省
Tie7922,PRJNA609577,Tie7922,-,,,87,282.3,127.3,45,9,77.1,24.7,7.8,170.6,11.5,,,,,87.5,0.5,,,2017,JiLin Province,吉林省
Ji842,PRJNA609577,Ji842,-,,,84,256.3,110,42.9,10.2,83.8,37,12.3,173.3,11.5,,,,,84.5,0.5,,,2017,JiLin Province,吉林省
Hai1134,PRJNA609577,Hai1134,-,,,79.5,230.7,91.3,39.5,10.1,74,36.1,9.8,161.6,23.9,,,,,81.5,2,,,2017,JiLin Province,吉林省
Cheng687,PRJNA609577,Cheng687,-,,,79,206,64.2,31.1,9.8,92.3,33,9,160.8,28.7,,,,,82,3,,,2017,JiLin Province,吉林省
CI_187_2,PRJNA609577,CI_187_2,-,,,92,201.1,80.7,40.1,7.9,63.8,36.4,9.6,144.9,37.5,,,,,93.5,1.5,,,2017,JiLin Province,吉林省
MT42,PRJNA609577,MT42,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
H95,PRJNA609577,H95,-,,,82,201.3,71.3,35.4,9.1,70.7,31.1,11.7,138.1,45.6,,,,,83.5,1.5,,,2017,JiLin Province,吉林省
C123,PRJNA609577,C123,-,,,76.5,180.7,67.4,37.3,8.9,63.8,32.7,13.5,155.7,28.7,,,,,78,1.5,,,2017,JiLin Province,吉林省
WF9,PRJNA609577,WF9,-,,,83,186.8,74.5,39.4,11.2,64.1,30,15,121.6,61.7,,,,,85,2,,,2017,JiLin Province,吉林省
VA59,PRJNA609577,VA59,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
VA17,PRJNA609577,VA17,-,,,85.5,202.9,58.6,28.6,9.9,77.4,38.7,5.6,156.8,27,,,,,99.5,,,,2017,JiLin Province,吉林省
Wu105,PRJNA609577,Wu105,-,,,88,200.7,76.5,38.1,6.8,77.7,33.5,9.9,157.9,27.8,,,,,92,4,,,2017,JiLin Province,吉林省
75_1,PRJNA609577,75_1,-,,,89,246.9,110.5,44.8,7.5,88.2,36.9,26.9,159.8,26.2,,,,,90.5,1.5,,,2017,JiLin Province,吉林省
Nan21_3,PRJNA609577,Nan21_3,-,,,84.5,218.2,101.3,46.4,9.8,74.8,31,11.8,147.8,33.4,,,,,87,2.5,,,2017,JiLin Province,吉林省
Chang72,PRJNA609577,Chang72,-,,,89,198.6,93.3,47,9,79.5,41.3,20.7,153.4,26,,,,,91,2,,,2017,JiLin Province,吉林省
Wenhuang31413,PRJNA609577,Wenhuang31413,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
Hai014,PRJNA609577,Hai014,-,,,75.5,187.5,78.7,41.8,7.5,51.9,31.4,3.6,158.1,26.5,,,,,77.5,2,,,2017,JiLin Province,吉林省
Ji876,PRJNA609577,Ji876,-,,,84,195.2,86,44.1,9.3,73.8,29.1,5.3,155.7,27.6,,,,,84.5,0.5,,,2017,JiLin Province,吉林省
Hua94,PRJNA609577,Hua94,-,,,72.5,160.3,52.2,32.6,9.8,56.7,30.8,13.7,130,49.4,,,,,77.5,5,,,2017,JiLin Province,吉林省
ND255,PRJNA609577,ND255,-,,,70,152,46,30.3,,,,,,,,,,,70,0,,,2017,JiLin Province,吉林省
334_1,PRJNA609577,334_1,-,,,76.5,174,77.2,44.3,9.5,67.5,28,13.3,135.3,46.5,,,,,78.5,2,,,2017,JiLin Province,吉林省
Qi205,PRJNA609577,Qi205,-,,,86,196.1,92.2,47,10.7,76.3,29.8,9,166.2,16.6,,,,,86,0,,,2017,JiLin Province,吉林省
Zheng22,PRJNA609577,Zheng22,-,,,79.5,194.8,64.7,33.2,10.3,64.8,34.3,10.8,163.2,18.7,,,,,80,0.5,,,2017,JiLin Province,吉林省
Dan340,PRJNA609577,Dan340,-,,,85.5,194.4,71.1,36.6,8.8,73.2,32.3,11.6,160.6,23.8,,,,,87,1.5,,,2017,JiLin Province,吉林省
E28,PRJNA609577,E28,-,,,85.5,168.6,68.3,40.3,9,69.9,27.2,17.4,162.8,19.8,,,,,86,0.5,,,2017,JiLin Province,吉林省
S37,PRJNA609577,S37,-,,,,181.8,88,48.4,7.8,55.3,29.8,16.2,151.5,31.8,,,,,,,,,2017,JiLin Province,吉林省
WIL_22,PRJNA609577,WIL_22,-,,,,,,,,,,,163.6,21.9,,,,,,,,,2017,JiLin Province,吉林省
WIL_6,PRJNA609577,WIL_6,-,,,80.5,259.3,91.6,35.3,8.2,78,36.3,5.7,156.7,24.8,,,,,80.5,0,,,2017,JiLin Province,吉林省
Lx03_2,PRJNA609577,Lx03_2,-,,,85,216.8,88.4,40.8,10.2,76.3,32,12,167,17.4,,,,,86.5,1.5,,,2017,JiLin Province,吉林省
811A,PRJNA609577,811A,-,,,84,204.9,91.9,44.8,12.4,67.8,29.7,7.6,163.5,21.6,,,,,84.5,0.5,,,2017,JiLin Province,吉林省
Luosu3,PRJNA609577,Luosu3,-,,,77,178.6,94.2,52.8,6.9,63.1,31.4,12.4,143.7,34.8,,,,,78,1,,,2017,JiLin Province,吉林省
OQ101,PRJNA609577,OQ101,-,,,72.5,175.3,58.3,33.3,,,24.4,21.3,155.2,22,,,,,72.5,0,,,2017,JiLin Province,吉林省
LH195,PRJNA609577,LH195,-,,,83.5,199,63.8,32,8.9,71.6,34.3,8,161.1,20.7,,,,,84.5,1,,,2017,JiLin Province,吉林省
Zong31,PRJNA609577,Zong31,-,,,85,193.9,81,41.8,8.7,64.3,31.3,9.2,161.4,23.9,,,,,87,2,,,2017,JiLin Province,吉林省
Wu109,PRJNA609577,Wu109,-,,,85.5,191.7,87.3,45.4,8.8,68.6,32,11,151.2,31,,,,,87,1.5,,,2017,JiLin Province,吉林省
RS_710,PRJNA609577,RS_710,-,,,70,139.4,42.7,30.5,9.2,58,21.8,6.5,144.2,41.2,,,,,72.5,2.5,,,2017,JiLin Province,吉林省
CS405,PRJNA609577,CS405,-,,,74,196.7,71.3,36.2,8.1,63.3,26.3,6.7,146.7,34.5,,,,,75.5,1.5,,,2017,JiLin Province,吉林省
K14,PRJNA609577,K14,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
LH214,PRJNA609577,LH214,-,,,86,243.4,86.1,35.3,9.5,73.2,33.8,3.6,155,23.9,,,,,87,1,,,2017,JiLin Province,吉林省
Weifeng322,PRJNA609577,Weifeng322,-,,,85.5,168.3,79.2,47.1,7.3,57.9,29.2,7.6,117.5,53,,,,,87.5,2,,,2017,JiLin Province,吉林省
PHM81,PRJNA609577,PHM81,-,,,67,146.9,40.5,27.5,9.1,60.8,23.7,11.3,152.3,27.5,,,,,71.5,4.5,,,2017,JiLin Province,吉林省
LH163,PRJNA609577,LH163,-,,,80,221.3,86.1,38.9,7.9,63.8,34.9,7.4,146.7,27.8,,,,,81.5,1.5,,,2017,JiLin Province,吉林省
PHW43,PRJNA609577,PHW43,-,,,82,201.6,53.1,26.3,9.1,75,39.8,5.1,153.1,28.2,,,,,84.5,2.5,,,2017,JiLin Province,吉林省
M14,PRJNA609577,M14,-,,,80,188.6,76,40.3,9.4,65.7,30.1,9.6,142.3,42.5,,,,,84,4,,,2017,JiLin Province,吉林省
WIL_7,PRJNA609577,WIL_7,-,,,83,195,62.8,32.2,9,77.5,32.1,6.3,172.8,15.8,,,,,84.5,1.5,,,2017,JiLin Province,吉林省
Baiye4,PRJNA609577,Baiye4,-,,,73.5,160.6,68.9,42.8,9.6,53.8,25.9,13.2,161.8,25.6,,,,,74.5,1,,,2017,JiLin Province,吉林省
CT52C,PRJNA609577,CT52C,-,,,91,227.2,86.2,37.9,10.4,69,38.3,11.4,170.7,14.8,,,,,91,0,,,2017,JiLin Province,吉林省
WIL_5,PRJNA609577,WIL_5,-,,,70,169.5,25.8,,8.1,54.3,30,4.7,,,,,,,74,4,,,2017,JiLin Province,吉林省
PHR58,PRJNA609577,PHR58,-,,,84.5,238.5,88.9,37.3,8.8,67.6,39.2,5,156.1,32.4,,,,,85,0.5,,,2017,JiLin Province,吉林省
B14,PRJNA609577,B14,-,,,78,207.5,97.6,47.1,8.8,84.2,27.9,9.4,113.1,65,,,,,79.5,1.5,,,2017,JiLin Province,吉林省
Longkang1,PRJNA609577,Longkang1,-,,,80,204.4,78.5,38.3,10.2,66,38.3,13.7,150.7,26.1,,,,,84,4,,,2017,JiLin Province,吉林省
Diangu11A,PRJNA609577,Diangu11A,-,,,75.5,185.9,69.3,37.3,9,68.9,40,10.5,122.2,54.6,,,,,76.5,1,,,2017,JiLin Province,吉林省
Dong17,PRJNA609577,Dong17,-,,,74.5,137.9,39.8,28.9,7.9,60.4,25.3,13.6,150.4,34.3,,,,,77,2.5,,,2017,JiLin Province,吉林省
OH43,PRJNA609577,OH43,-,,,78,206.2,78.2,37.9,10.5,71.7,36.5,9,148.2,34.8,,,,,79.5,1.5,,,2017,JiLin Province,吉林省
Cheng18,PRJNA609577,Cheng18,-,,,80,189.5,62.5,33,9,61.1,36.1,4.2,155.5,25.3,,,,,81,1,,,2017,JiLin Province,吉林省
Ji533,PRJNA609577,Ji533,-,,,86.5,218.3,87.9,40.2,6.9,75.1,32.9,5.8,156.2,24.2,,,,,88.5,2,,,2017,JiLin Province,吉林省
Dan598,PRJNA609577,Dan598,-,,,84,195.1,83.3,42.7,10.3,72.3,32.3,16,170.9,19.1,,,,,85,1,,,2017,JiLin Province,吉林省
DH65232,PRJNA609577,DH65232,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
LY16F,PRJNA609577,LY16F,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
Jian1495a,PRJNA609577,Jian1495a,-,,,83.5,214.6,81.5,38,8.1,72.8,24.9,4.9,176.6,7.4,,,,,87,3.5,,,2017,JiLin Province,吉林省
178,PRJNA609577,178,-,,,84,204.8,98.6,48.1,9.9,60.1,23.2,7.3,160.4,27.6,,,,,87.5,3.5,,,2017,JiLin Province,吉林省
WIL_16,PRJNA609577,WIL_16,-,,,83.5,174.8,60.7,34.7,8.4,54.3,25.8,7.8,162.2,19.1,,,,,83.5,0,,,2017,JiLin Province,吉林省
PHWG5,PRJNA609577,PHWG5,-,,,86,230.2,82.2,35.7,9.4,72.9,32.7,3.7,162.1,25.2,,,,,87,1,,,2017,JiLin Province,吉林省
912,PRJNA609577,912,-,,,73,158.5,60,37.9,8.8,55.1,29.8,8.1,148.1,33.9,,,,,76,3,,,2017,JiLin Province,吉林省
PHR55,PRJNA609577,PHR55,-,,,85,212.9,64.5,30.3,8.3,79.3,37.6,9.4,162.9,23.4,,,,,87.5,2.5,,,2017,JiLin Province,吉林省
LH192,PRJNA609577,LH192,-,,,85,194.5,60.2,30.9,7.9,77.4,36.3,5.6,159.2,18.1,,,,,85.5,0.5,,,2017,JiLin Province,吉林省
S7913,PRJNA609577,S7913,-,,,,,,,,,,,,,,,,,,,,,2017,JiLin Province,吉林省
Ay420,PRJNA609577,Ay420,-,,,84.5,183.1,74.5,40.7,9.5,67.4,34.9,9,171.5,8.2,,,,,85.5,1,,,2017,JiLin Province,吉林省
WIL_27,PRJNA609577,WIL_27,-,,,81.5,189.7,48.9,25.7,7.3,74,32.9,6.7,158.7,24.5,,,,,85.5,4,,,2017,JiLin Province,吉林省
WIL_26,PRJNA609577,WIL_26,-,,,80,183.2,69.8,37.9,8.8,72.2,35.3,6.5,155.8,23.6,,,,,81,1,,,2017,JiLin Province,吉林省
WIL_13,PRJNA609577,WIL_13,-,,,74,187.3,71.2,38,8.5,70.2,31,6.8,150.2,31.9,,,,,75,1,,,2017,JiLin Province,吉林省
WIL_9,PRJNA609577,WIL_9,-,,,75,,,,,,31.8,4.6,136.1,45.4,,,,,76.5,1.5,,,2017,JiLin Province,吉林省
WIL_10,PRJNA609577,WIL_10,-,,,67,,,,,,28.4,4.2,,,,,,,68,1,,,2017,JiLin Province,吉林省
B37,PRJNA609577,B37,-,,,84.5,259.7,125.9,48.5,10.1,71.4,28.5,8,157.9,25.1,,,,,86,1.5,,,2017,JiLin Province,吉林省
Ye502,PRJNA609577,Ye502,-,,,78,188.8,75,39.8,8.5,63.8,26.9,6.4,167.9,14.9,,,,,78.5,0.5,,,2017,JiLin Province,吉林省
WIL_2,PRJNA609577,WIL_2,-,,,83.5,241.3,87.7,36.3,12,75.9,30.2,1.5,162.6,20.6,,,,,84.5,1,,,2017,JiLin Province,吉林省
Shuang741,PRJNA609577,Shuang741,-,,,79,164,79.3,48.3,8.4,50,25,23,161.3,22.3,,,,,80,1,,,2017,JiLin Province,吉林省
B98,PRJNA609577,B98,-,,,83.5,223.1,88.8,39.8,8.2,63.8,31.4,8.6,129.5,49.3,,,,,84.5,1,,,2017,JiLin Province,吉林省
M9,PRJNA609577,M9,-,,,83,242.7,120.6,49.7,11.1,71.6,32,14.1,135.8,46.4,,,,,83.5,0.5,,,2017,JiLin Province,吉林省
